"active","price","created_at","id","name","description","sku"
True,"24.88","2025-04-09 00:15:32.6374+02","869","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0869"
True,"1912.62","2025-05-12 00:15:32.6374+02","870","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0870"
True,"64.75","2025-03-29 00:15:32.6374+01","871","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0871"
True,"31.04","2025-03-10 00:15:32.6374+01","872","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0872"
True,"62.62","2025-03-16 00:15:32.6374+01","873","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0873"
True,"46.40","2025-05-26 00:15:32.6374+02","874","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0874"
True,"1274.85","2025-04-23 00:15:32.6374+02","875","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0875"
True,"193.22","2025-02-09 00:15:32.6374+01","876","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0876"
True,"49.79","2025-03-29 00:15:32.6374+01","877","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0877"
True,"29.67","2025-06-02 00:15:32.6374+02","878","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0878"
True,"41.37","2025-12-05 00:15:32.6374+01","879","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0879"
False,"1871.58","2025-07-31 00:15:32.6374+02","880","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU0880"
True,"199.79","2025-03-11 00:15:32.6374+01","881","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0881"
True,"174.46","2025-05-24 00:15:32.6374+02","882","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0882"
True,"205.32","2025-03-15 00:15:32.6374+01","883","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0883"
True,"33.85","2025-05-08 00:15:32.6374+02","884","Mystery Thriller 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0884"
True,"79.61","2025-05-03 00:15:32.6374+02","885","Bluetooth Speaker 6","High-quality premium smartphone with latest features.","SKU0885"
True,"63.68","2025-06-17 00:15:32.6374+02","886","Hoodie G5","Comfortable and stylish fashionable dress for any occasion.","SKU0886"
True,"90.98","2025-02-17 00:15:32.6374+01","887","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0887"
True,"47.00","2025-01-27 00:15:32.6374+01","888","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0888"
True,"18.45","2025-05-27 00:15:32.6374+02","889","Cookbook 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0889"
True,"1252.06","2025-07-16 00:15:32.6374+02","890","Headphones 6","High-quality high-performance smartphone with latest features.","SKU0890"
True,"127.11","2025-07-22 00:15:32.6374+02","891","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0891"
False,"286.00","2025-10-09 00:15:32.6374+02","892","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0892"
True,"212.85","2025-12-19 00:15:32.6374+01","893","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0893"
True,"29.64","2025-12-05 00:15:32.6374+01","894","Historical Fiction 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0894"
True,"120.10","2025-09-27 00:15:32.6374+02","895","Fitness Tracker 1","High-quality professional-grade smartphone with latest features.","SKU0895"
True,"92.66","2025-08-25 00:15:32.6374+02","896","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0896"
True,"481.10","2025-06-26 00:15:32.6374+02","897","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0897"
True,"193.37","2025-07-12 00:15:32.6374+02","898","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0898"
True,"8.45","2025-10-11 00:15:32.6374+02","899","Biography 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0899"
True,"1499.80","2025-01-31 00:15:32.6374+01","900","Tablet 1","High-quality premium smartphone with latest features.","SKU0900"
True,"113.70","2025-02-14 00:15:32.6374+01","901","Jeans B6","Comfortable and stylish fashionable jeans with perfect fit.","SKU0901"
True,"171.17","2025-12-07 00:15:32.6374+01","902","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0902"
True,"22.96","2025-10-31 00:15:32.6374+01","903","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0903"
True,"33.52","2025-03-12 00:15:32.6374+01","904","Science Fiction Novel 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0904"
True,"1485.52","2025-09-07 00:15:32.6374+02","905","Laptop 6","High-quality high-performance smartphone with latest features.","SKU0905"
True,"180.04","2025-05-04 00:15:32.6374+02","906","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0906"
True,"219.63","2025-04-21 00:15:32.6374+02","907","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0907"
True,"115.76","2025-02-17 00:15:32.6374+01","908","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0908"
True,"39.43","2025-11-25 00:15:32.6374+01","909","Fantasy Epic 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0909"
True,"1238.02","2025-03-05 00:15:32.6374+01","910","Gaming Console 2","High-quality professional-grade smartphone with latest features.","SKU0910"
True,"108.63","2025-11-21 00:15:32.6374+01","911","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0911"
True,"315.31","2025-06-07 00:15:32.6374+02","912","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0912"
False,"170.94","2025-11-19 00:15:32.6374+01","913","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0913"
False,"48.15","2025-10-24 00:15:32.6374+02","914","Self-Help Guide 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0914"
True,"1599.36","2025-05-30 00:15:32.6374+02","915","Smart Watch 4","High-quality premium smartphone with latest features.","SKU0915"
True,"187.74","2025-08-30 00:15:32.6374+02","916","Hoodie Q7","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0916"
True,"486.86","2025-01-28 00:15:32.6374+01","917","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0917"
True,"283.23","2025-01-14 00:15:32.6374+01","918","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0918"
True,"33.27","2025-09-22 00:15:32.6374+02","919","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0919"
True,"1933.40","2025-08-12 00:15:32.6374+02","920","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0920"
True,"54.50","2025-08-07 00:15:32.6374+02","921","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0921"
True,"228.24","2025-11-26 00:15:32.6374+01","922","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0922"
True,"67.64","2025-04-28 00:15:32.6374+02","923","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0923"
True,"31.16","2025-05-06 00:15:32.6374+02","924","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0924"
True,"70.57","2025-01-03 00:15:32.6374+01","925","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0925"
True,"26.30","2025-11-12 00:15:32.6374+01","926","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0926"
False,"467.88","2025-04-06 00:15:32.6374+02","927","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0927"
True,"242.08","2025-05-04 00:15:32.6374+02","928","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0928"
False,"44.77","2025-10-19 00:15:32.6374+02","929","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0929"
True,"1882.01","2025-09-15 00:15:32.6374+02","930","Headphones 1","High-quality premium smartphone with latest features.","SKU0930"
True,"145.24","2025-02-07 00:15:32.6374+01","931","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0931"
True,"235.90","2025-02-05 00:15:32.6374+01","932","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0932"
True,"203.32","2025-05-28 00:15:32.6374+02","933","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0933"
True,"25.87","2025-10-19 00:15:32.6374+02","934","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0934"
True,"841.67","2025-01-05 00:15:32.6374+01","935","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0935"
True,"20.90","2025-08-13 00:15:32.6374+02","936","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0936"
True,"268.73","2025-11-13 00:15:32.6374+01","937","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0937"
True,"178.25","2025-11-08 00:15:32.6374+01","938","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0938"
True,"25.00","2025-12-14 00:15:32.6374+01","939","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0939"
True,"293.46","2025-04-18 00:15:32.6374+02","940","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0940"
True,"48.34","2025-10-25 00:15:32.6374+02","941","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0941"
True,"262.98","2025-12-14 00:15:32.6374+01","942","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0942"
True,"201.81","2025-04-05 00:15:32.6374+02","943","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0943"
True,"38.08","2025-01-01 00:15:32.6374+01","944","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0944"
True,"178.63","2025-04-03 00:15:32.6374+02","945","Laptop 6","High-quality premium smartphone with latest features.","SKU0945"
False,"141.56","2025-09-16 00:15:32.6374+02","946","Hoodie G2","Comfortable and stylish fashionable dress for any occasion.","SKU0946"
True,"73.00","2025-02-12 00:15:32.6374+01","947","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0947"
True,"79.67","2025-06-25 00:15:32.6374+02","948","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0948"
True,"22.97","2025-11-01 00:15:32.6374+01","949","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0949"
True,"1649.17","2025-06-25 00:15:32.6374+02","950","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0950"
False,"180.35","2025-02-12 00:15:32.6374+01","951","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0951"
True,"448.05","2025-11-05 00:15:32.6374+01","952","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0952"
True,"111.75","2025-10-08 00:15:32.6374+02","953","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0953"
False,"45.77","2025-04-19 00:15:32.6374+02","954","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0954"
False,"1233.97","2025-03-14 00:15:32.6374+01","955","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0955"
True,"50.74","2025-11-23 00:15:32.6374+01","956","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0956"
True,"301.72","2025-11-27 00:15:32.6374+01","957","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0957"
True,"202.32","2025-06-22 00:15:32.6374+02","958","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0958"
True,"6.71","2025-08-27 00:15:32.6374+02","959","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0959"
True,"928.95","2025-01-23 00:15:32.6374+01","960","Smartphone 1","High-quality premium smartphone with latest features.","SKU0960"
True,"108.21","2025-11-20 00:15:32.6374+01","961","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0961"
False,"194.30","2025-09-11 00:15:32.6374+02","962","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0962"
True,"70.73","2025-06-15 00:15:32.6374+02","963","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0963"
True,"32.01","2025-04-28 00:15:32.6374+02","964","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0964"
True,"852.18","2025-07-22 00:15:32.6374+02","965","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0965"
True,"47.80","2025-10-21 00:15:32.6374+02","966","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0966"
True,"228.90","2025-03-12 00:15:32.6374+01","967","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0967"
True,"96.98","2025-02-06 00:15:32.6374+01","968","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0968"
True,"22.05","2025-02-14 00:15:32.6374+01","969","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0969"
True,"1939.45","2025-04-01 00:15:32.6374+02","970","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0970"
True,"124.71","2025-12-05 00:15:32.6374+01","971","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0971"
True,"438.48","2025-02-04 00:15:32.6374+01","972","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0972"
True,"37.12","2025-11-28 00:15:32.6374+01","973","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0973"
True,"30.42","2025-07-08 00:15:32.6374+02","974","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0974"
True,"1742.34","2025-02-24 00:15:32.6374+01","975","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0975"
True,"69.01","2025-08-23 00:15:32.6374+02","976","Hoodie Q4","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0976"
True,"194.53","2025-09-12 00:15:32.6374+02","977","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0977"
True,"225.91","2025-03-25 00:15:32.6374+01","978","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0978"
True,"22.29","2025-03-01 00:15:32.6374+01","979","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0979"
True,"1781.88","2025-01-07 00:15:32.6374+01","980","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0980"
True,"88.96","2025-03-15 00:15:32.6374+01","981","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0981"
False,"195.42","2025-02-20 00:15:32.6374+01","982","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0982"
False,"107.05","2025-09-21 00:15:32.6374+02","983","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0983"
True,"24.05","2025-01-16 00:15:32.6374+01","984","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0984"
True,"1450.43","2025-09-29 00:15:32.6374+02","985","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0985"
True,"134.57","2025-06-09 00:15:32.6374+02","986","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0986"
True,"434.36","2025-12-15 00:15:32.6374+01","987","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0987"
True,"226.43","2024-12-30 00:15:32.6374+01","988","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0988"
True,"19.36","2025-01-01 00:15:32.6374+01","989","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0989"
True,"931.14","2025-02-25 00:15:32.6374+01","990","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0990"
True,"28.75","2025-11-06 00:15:32.6374+01","991","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0991"
False,"47.20","2025-07-02 00:15:32.6374+02","992","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0992"
True,"226.10","2025-04-27 00:15:32.6374+02","993","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0993"
True,"23.25","2025-05-09 00:15:32.6374+02","994","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0994"
True,"860.03","2025-02-18 00:15:32.6374+01","995","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0995"
True,"104.54","2025-12-12 00:15:32.6374+01","996","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0996"
True,"302.56","2025-10-05 00:15:32.6374+02","997","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0997"
True,"46.01","2025-04-16 00:15:32.6374+02","998","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0998"
True,"17.55","2025-11-07 00:15:32.6374+01","999","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0999"
True,"146.99","2025-09-26 00:15:32.6374+02","1000","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU1000"
